species,label_idx,filepath,group,fold
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_209_aug.jpg,Streptopelia decaocto,4
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_20_aug.jpg,Columba livia,2
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_210_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_211_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_212_aug.jpg,Passer domesticus,3
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_213_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_214_aug.jpg,Ciconia ciconia,1
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_215_aug.jpg,Columba livia,2
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_216_aug.jpg,Turdus merula,4
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_217_aug.jpg,Columba livia,2
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_218_aug.jpg,Columba livia,2
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_219_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_21_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_220_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_221_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_222_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_223_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_224_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_225_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_226_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_227_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_228_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_229_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_22_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_230_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_231_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_232_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_233_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_234_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_235_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_236_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_237_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_238_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_239_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_23_aug.jpg,Carduelis carduelis,0
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_240_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_241_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_242_aug.jpg,Passer domesticus,3
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_243_aug.jpg,Serinus serinus,1
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_244_aug.jpg,Passer domesticus,3
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_245_aug.jpg,Serinus serinus,1
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_246_aug.jpg,Serinus serinus,1
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_247_aug.jpg,Delichon urbicum,4
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_248_aug.jpg,Columba livia,2
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_249_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_24_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_250_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_251_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_252_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_253_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_254_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_255_aug.jpg,Passer domesticus,3
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_256_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_257_aug.jpg,Serinus serinus,1
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_258_aug.jpg,Serinus serinus,1
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_259_aug.jpg,Columba livia,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_25_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_260_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_261_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_262_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_263_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_264_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_265_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_266_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_267_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_268_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_269_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_26_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_270_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_271_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_272_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_273_aug.jpg,Turdus merula,4
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_274_aug.jpg,Columba livia,2
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_275_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_276_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_277_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_278_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_279_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_27_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_280_aug.jpg,Hirundo rustica,0
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_281_aug.jpg,Turdus merula,4
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_282_aug.jpg,Turdus merula,4
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_283_aug.jpg,Turdus merula,4
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_284_aug.jpg,Passer domesticus,3
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_285_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_286_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_287_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_288_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_289_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_28_aug.jpg,Delichon urbicum,4
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_290_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_291_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_292_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_293_aug.jpg,Passer domesticus,3
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_294_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_295_aug.jpg,Sturnus unicolor,2
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_296_aug.jpg,Columba livia,2
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_297_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_298_aug.jpg,Turdus merula,4
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_299_aug.jpg,Turdus merula,4
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_29_aug.jpg,Columba livia,2
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_2_aug.jpg,Serinus serinus,1
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_300_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_301_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_302_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_303_aug.jpg,Turdus merula,4
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_304_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_305_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_306_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_307_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_308_aug.jpg,Streptopelia decaocto,4
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_309_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_30_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_310_aug.jpg,Carduelis carduelis,0
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_311_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_312_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_313_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_314_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_315_aug.jpg,Passer domesticus,3
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_316_aug.jpg,Columba livia,2
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_317_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_318_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_319_aug.jpg,Ciconia ciconia,1
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_31_aug.jpg,Columba livia,2
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_320_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_321_aug.jpg,Carduelis carduelis,0
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_322_aug.jpg,Columba livia,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_323_aug.jpg,Hirundo rustica,0
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_324_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_325_aug.jpg,Turdus merula,4
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_326_aug.jpg,Columba livia,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_327_aug.jpg,Hirundo rustica,0
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_328_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_329_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_32_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_330_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_331_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_332_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_333_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_334_aug.jpg,Serinus serinus,1
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_335_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_336_aug.jpg,Hirundo rustica,0
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_337_aug.jpg,Serinus serinus,1
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_338_aug.jpg,Hirundo rustica,0
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_339_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_33_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_340_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_341_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_342_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_343_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_344_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_345_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_346_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_347_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_348_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_349_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_34_aug.jpg,Emberiza calandra,3
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_350_aug.jpg,Turdus merula,4
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_351_aug.jpg,Columba livia,2
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_352_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_353_aug.jpg,Ciconia ciconia,1
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_354_aug.jpg,Columba livia,2
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_355_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_356_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_357_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_358_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_359_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_35_aug.jpg,Hirundo rustica,0
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_360_aug.jpg,Turdus merula,4
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_361_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_362_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_363_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_364_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_365_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_366_aug.jpg,Hirundo rustica,0
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_367_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_368_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_369_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_36_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_370_aug.jpg,Passer domesticus,3
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_371_aug.jpg,Columba livia,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_372_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_373_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_374_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_375_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_376_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_377_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_378_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_379_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_37_aug.jpg,Turdus merula,4
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_380_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_381_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_382_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_383_aug.jpg,Sturnus unicolor,2
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_384_aug.jpg,Columba livia,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_385_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_386_aug.jpg,Hirundo rustica,0
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_387_aug.jpg,Serinus serinus,1
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_388_aug.jpg,Passer domesticus,3
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_389_aug.jpg,Columba livia,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_38_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_390_aug.jpg,Hirundo rustica,0
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_391_aug.jpg,Turdus merula,4
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_392_aug.jpg,Columba livia,2
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_393_aug.jpg,Passer domesticus,3
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_394_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_395_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_396_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_397_aug.jpg,Delichon urbicum,4
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_398_aug.jpg,Turdus merula,4
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_399_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_39_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_3_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_400_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_401_aug.jpg,Passer domesticus,3
Columba livia,2,Streptopelia_decaocto/Streptopelia_decaocto_402_aug.jpg,Columba livia,2
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_403_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_404_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_405_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_406_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_407_aug.jpg,Passer domesticus,3
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_408_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_409_aug.jpg,Sturnus unicolor,2
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_40_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_410_aug.jpg,Passer domesticus,3
Passer domesticus,6,Streptopelia_decaocto/Streptopelia_decaocto_411_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_412_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_413_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_414_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_415_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_416_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_417_aug.jpg,Carduelis carduelis,0
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_418_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_419_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Streptopelia_decaocto/Streptopelia_decaocto_41_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_420_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_421_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_422_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_423_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Streptopelia_decaocto/Streptopelia_decaocto_424_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_425_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Streptopelia_decaocto/Streptopelia_decaocto_426_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_427_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_428_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_429_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_42_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Streptopelia_decaocto/Streptopelia_decaocto_430_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_431_aug.jpg,Carduelis carduelis,0
Delichon urbicum,3,Streptopelia_decaocto/Streptopelia_decaocto_432_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_433_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Streptopelia_decaocto/Streptopelia_decaocto_434_aug.jpg,Carduelis carduelis,0
Ciconia ciconia,1,Streptopelia_decaocto/Streptopelia_decaocto_435_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Streptopelia_decaocto/Streptopelia_decaocto_436_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Streptopelia_decaocto/Streptopelia_decaocto_437_aug.jpg,Sturnus unicolor,2
